customer_id,name,email,gender,city,signup_date,total_orders,total_spent,avg_order_value,last_order_date,recency_days,frequency,monetary,customer_segment,cltv
U000019,Rodney Owens,nuneztracey@example.org,Male,South Jessicaville,2024-10-21,2,341.5299949646,170.7649974823,2025-08-04,260,2,341.5299949646,At Risk,341.5299949646
U000020,James West,dwhite@example.org,Male,South Lindseyside,2024-06-19,3,521.960004806519,173.98666826884,2025-08-15,249,3,521.960004806519,At Risk,521.9600048065199
U000021,Denise Fernandez,novaksara@example.org,Male,South Todd,2024-03-07,4,390.649997711182,97.6624994277954,2025-10-26,177,4,390.649997711182,At Risk,390.6499977111816
U000022,Richard Brown,ysmith@example.com,Other,Mitchellside,2024-05-26,3,2098.02994918823,699.343316396078,2025-02-26,419,3,2098.02994918823,At Risk,2098.029949188234
U000023,Tommy Lee,tanyariley@example.net,Other,Lake Leeton,2025-03-28,5,6134.89995670319,1226.97999134064,2025-10-16,187,5,6134.89995670319,At Risk,6134.899956703201
U000024,Wesley Farrell,brianromero@example.org,Male,New Carlosbury,2025-02-03,1,148.160007476807,148.160007476807,2024-07-03,657,1,148.160007476807,At Risk,148.160007476807
U000025,Shelly Hudson,harveyrobert@example.net,Other,Sarahborough,2024-10-03,2,858.919996261597,429.459998130798,2025-05-17,339,2,858.919996261597,At Risk,858.919996261596
U000026,Leon Baker,emilyevans@example.com,Male,North Stephenshire,2025-04-03,2,511.530019760132,255.765009880066,2024-06-16,674,2,511.530019760132,At Risk,511.530019760132
U000027,Charles Lewis,david51@example.org,Other,Justinmouth,2025-11-12,1,1125.5500125885,1125.5500125885,2024-09-22,576,1,1125.5500125885,At Risk,1125.5500125885
U000028,Jade Carr,contrerasangela@example.net,Other,East Josephville,2025-07-24,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000029,Eric Campbell,jenniferharris@example.net,Other,Williamview,2025-05-22,1,247.099998474121,247.099998474121,2025-04-14,372,1,247.099998474121,At Risk,247.099998474121
U000030,Meghan Davis,ccalderon@example.org,Other,Kellieview,2025-09-11,1,584.31999206543,584.31999206543,2024-12-25,482,1,584.31999206543,At Risk,584.31999206543
U000031,Scott Thornton,rodriguezsierra@example.net,Female,New Barry,2024-04-20,2,1235.96003723145,617.980018615723,2024-04-25,726,2,1235.96003723145,At Risk,1235.960037231446
U000032,Angela Jordan,parkerrachel@example.org,Male,Jasonbury,2024-09-09,4,4739.04009532928,1184.76002383232,2025-10-14,189,4,4739.04009532928,At Risk,4739.04009532928
U000033,Michael Castro,vdickson@example.org,Female,Port Francisco,2025-04-01,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000034,Gregory Gutierrez,jillcook@example.com,Other,West Erik,2025-07-01,3,751.769994735718,250.589998245239,2025-07-02,293,3,751.769994735718,At Risk,751.769994735717
U000035,Patrick Williams,dwalker@example.com,Female,Loribury,2025-04-24,5,4178.8699464798,835.773989295959,2025-03-10,407,5,4178.8699464798,At Risk,4178.8699464797955
U000036,Donna Ross,michelle45@example.net,Male,Frazierside,2024-06-01,4,4910.55000782013,1227.63750195503,2025-08-31,233,4,4910.55000782013,At Risk,4910.55000782012
U000037,Anthony Wiley,gregory40@example.org,Male,Reedmouth,2024-08-14,2,895.930009841919,447.965004920959,2025-06-08,317,2,895.930009841919,At Risk,895.930009841918
U000038,Tracey Wilson,jonathanfletcher@example.org,Other,West Ryan,2024-10-25,4,4346.73004007339,1086.68251001835,2025-03-07,410,4,4346.73004007339,At Risk,4346.7300400734
U000039,Samantha Hanson,cortezkevin@example.com,Female,Nguyenport,2025-10-11,1,133.710006713867,133.710006713867,2025-11-06,166,1,133.710006713867,At Risk,133.710006713867
U000040,James Ortega,lbyrd@example.net,Female,Richardtown,2025-01-14,1,1098.990026474,1098.990026474,2025-04-16,370,1,1098.990026474,At Risk,1098.990026474
U000041,Jason Floyd,steven73@example.net,Female,Leonburgh,2024-07-26,1,881.410003662109,881.410003662109,2024-06-16,674,1,881.410003662109,At Risk,881.410003662109
U000042,Justin Beck,clarence34@example.org,Male,East Andrew,2025-03-26,5,1216.74997091293,243.349994182587,2025-04-06,380,5,1216.74997091293,At Risk,1216.7499709129352
U000043,Thomas Atkinson,gibsonolivia@example.net,Male,Lake Heather,2024-06-16,2,733.690010070801,366.8450050354,2025-10-20,183,2,733.690010070801,At Risk,733.6900100708
U000044,John Douglas,staffordmichelle@example.org,Female,Robinsonhaven,2024-12-04,4,4098.34997940063,1024.58749485016,2025-10-25,178,4,4098.34997940063,At Risk,4098.34997940064
U000045,Angela Lowery,bryantlaurie@example.net,Male,Stephaniemouth,2024-11-13,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000046,Jennifer Wagner,vmerritt@example.com,Male,Greenbury,2025-02-23,3,1716.67998504639,572.226661682129,2025-04-14,372,3,1716.67998504639,At Risk,1716.6799850463872
U000047,Joshua Strickland,rsims@example.com,Female,Lake Justinview,2025-07-28,2,2936.68993759155,1468.34496879578,2024-10-15,553,2,2936.68993759155,At Risk,2936.68993759156
U000048,Patricia Miller,jessebenson@example.net,Male,North Robert,2024-08-17,3,1989.77003097534,663.256676991781,2025-02-27,418,3,1989.77003097534,At Risk,1989.770030975343
U000049,Steven Brown,xprice@example.net,Female,Port Nicoleshire,2024-08-14,1,1821.99000549316,1821.99000549316,2025-09-01,232,1,1821.99000549316,At Risk,1821.99000549316
U000050,Adam Bell,acastaneda@example.net,Female,South Jeffrey,2024-09-17,1,1953.62004852295,1953.62004852295,2024-01-07,835,1,1953.62004852295,At Risk,1953.62004852295
U000051,Anthony Rogers,dramsey@example.org,Other,South Brittanytown,2024-10-25,2,774.779987335205,387.389993667603,2025-10-18,185,2,774.779987335205,At Risk,774.779987335206
U000052,Roy Camacho,brentgray@example.org,Female,Murphyfurt,2024-02-27,1,566.530029296875,566.530029296875,2025-10-25,178,1,566.530029296875,At Risk,566.530029296875
U000053,Stephanie Fisher,ruizkaitlyn@example.org,Male,Jeffreyland,2024-07-09,3,659.860000610352,219.953333536784,2025-08-05,259,3,659.860000610352,At Risk,659.860000610352
U000054,Denise Webster,jamessmith@example.org,Other,East Thomas,2025-06-18,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000055,Stacie Marshall,katie29@example.net,Female,Port Loriport,2024-03-19,2,3151.65008163452,1575.82504081726,2025-06-28,297,2,3151.65008163452,At Risk,3151.65008163452
U000056,Anthony Collins,tsanders@example.org,Other,New Hannahbury,2024-03-14,4,840.079997062683,210.019999265671,2024-10-02,566,4,840.079997062683,At Risk,840.079997062684
U000057,Kendra Jefferson,hoganashlee@example.org,Male,Amandastad,2024-03-10,1,369.869995117188,369.869995117188,2025-10-31,172,1,369.869995117188,At Risk,369.869995117188
U000058,Deborah Smith,gshort@example.com,Female,Cynthiamouth,2024-02-17,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000059,Ryan Gross,christina87@example.com,Male,Petersenshire,2025-04-28,2,1608.03001213074,804.015006065369,2025-07-22,273,2,1608.03001213074,At Risk,1608.030012130738
U000060,Melissa Rivas,ramirezshannon@example.com,Other,Rogersfort,2024-07-02,2,1192.37003326416,596.18501663208,2025-04-23,363,2,1192.37003326416,At Risk,1192.37003326416
U000061,Hunter Lewis,matthew94@example.net,Female,New Stacyland,2025-08-05,1,378.599987030029,378.599987030029,2025-09-13,220,1,378.599987030029,At Risk,378.599987030029
U000062,Richard Peters,hannahbrewer@example.com,Other,Mcguireland,2024-06-14,1,189.789993286133,189.789993286133,2024-10-31,537,1,189.789993286133,At Risk,189.789993286133
U000063,Richard Sanchez,thomas85@example.com,Other,Michaelmouth,2024-07-20,1,483.599990844727,483.599990844727,2025-06-24,301,1,483.599990844727,At Risk,483.599990844727
U000064,John Martinez,leslienewton@example.net,Female,East Javier,2024-07-04,1,704.049983978271,704.049983978271,2025-03-13,404,1,704.049983978271,At Risk,704.049983978271
U000065,Jenny Bray,tina34@example.org,Other,Harrytown,2024-11-27,1,37.9000015258789,37.9000015258789,2024-08-12,617,1,37.9000015258789,At Risk,37.9000015258789
U000066,David Williams,tranheidi@example.org,Male,Garciatown,2025-04-29,2,144.569999694824,72.2849998474121,2025-09-16,217,2,144.569999694824,At Risk,144.5699996948242
U000067,Taylor Alexander,tammyking@example.com,Other,Port Cameronfort,2025-01-27,2,470.629993438721,235.31499671936,2025-08-26,238,2,470.629993438721,At Risk,470.62999343872
U000068,Crystal Brown,lisaavery@example.org,Male,North Angela,2024-02-20,2,423.179996490479,211.589998245239,2025-08-08,256,2,423.179996490479,At Risk,423.179996490478
U000069,Caitlin Montgomery,chayes@example.com,Male,Torreston,2024-10-11,1,688.640024185181,688.640024185181,2025-08-10,254,1,688.640024185181,At Risk,688.640024185181
U000070,Jody Meza,colleenbaker@example.org,Other,East Glenn,2025-02-20,3,4528.57996749878,1509.52665583293,2025-01-20,456,3,4528.57996749878,At Risk,4528.57996749879
U000071,Aaron Hayes,ocarter@example.com,Male,Jacquelinemouth,2024-02-21,2,346.909996032715,173.454998016357,2025-05-06,350,2,346.909996032715,At Risk,346.909996032714
U000072,Jesus Baker,ronaldstephens@example.net,Female,West Margaret,2024-02-18,1,247.879997253418,247.879997253418,2024-12-16,491,1,247.879997253418,At Risk,247.879997253418
U000073,Gabriel Parker,scott74@example.net,Male,Benderhaven,2024-02-18,1,323.240009307861,323.240009307861,2025-09-23,210,1,323.240009307861,At Risk,323.240009307861
U000074,Samuel George,mnavarro@example.com,Male,North Jeremyshire,2025-01-04,1,2571.53001022339,2571.53001022339,2025-01-13,463,1,2571.53001022339,At Risk,2571.53001022339
U000075,Andrew Hubbard,barbara27@example.net,Male,Moonburgh,2025-02-05,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000076,Ryan Olsen,harrisonricky@example.com,Female,Port Eugenechester,2025-11-12,1,82.6400012969971,82.6400012969971,2024-12-08,499,1,82.6400012969971,At Risk,82.6400012969971
U000077,Keith Landry,gibsonleonard@example.com,Female,Port Richardhaven,2025-04-19,2,304.500003814697,152.250001907349,2024-11-28,509,2,304.500003814697,At Risk,304.500003814698
U000078,Aaron Booth,mgutierrez@example.net,Female,Cindyfort,2025-07-18,4,2131.08001899719,532.770004749298,2025-10-31,172,4,2131.08001899719,At Risk,2131.080018997192
U000079,Kathleen Harris,sarakim@example.net,Other,Martinezbury,2025-03-03,4,542.650007247925,135.662501811981,2025-09-26,207,4,542.650007247925,At Risk,542.650007247924
U000080,Lance Smith,hdavis@example.com,Female,Lake Marilynfort,2025-04-30,1,276.289999961853,276.289999961853,2024-10-12,556,1,276.289999961853,At Risk,276.289999961853
U000081,Kelly Thornton,edavenport@example.org,Male,Arnoldfurt,2025-09-29,2,766.730008125305,383.365004062653,2024-07-24,636,2,766.730008125305,At Risk,766.730008125306
U000082,Carol Francis,michellehill@example.com,Female,Sarahhaven,2024-05-10,4,3462.51996231079,865.629990577698,2025-06-25,300,4,3462.51996231079,At Risk,3462.519962310792
U000083,Aaron Barber,cgrimes@example.net,Female,Reedside,2024-07-01,4,3190.12986564636,797.532466411591,2025-08-27,237,4,3190.12986564636,At Risk,3190.129865646364
U000084,Nicholas Cantu,tinaallen@example.com,Male,Port Kimberly,2025-06-05,4,3012.96002197266,753.240005493164,2025-08-19,245,4,3012.96002197266,At Risk,3012.960021972656
U000085,Julie Thornton,qhughes@example.net,Other,South Tammie,2024-01-30,1,3003.14997291565,3003.14997291565,2024-03-13,769,1,3003.14997291565,At Risk,3003.14997291565
U000086,Tammy Rivera,sawyerscott@example.net,Female,Smithberg,2024-03-27,1,30.8099994659424,30.8099994659424,2025-07-09,286,1,30.8099994659424,At Risk,30.8099994659424
U000087,Diana Moore,qharrington@example.com,Other,Santosmouth,2024-10-07,2,578.890005111694,289.445002555847,2025-09-10,223,2,578.890005111694,At Risk,578.890005111694
U000088,Michele James,courtney78@example.org,Other,East Crystalport,2025-08-06,7,2405.87998199463,343.697140284947,2025-07-04,291,7,2405.87998199463,At Risk,2405.879981994629
U000089,Julie Hamilton,hodgesjane@example.org,Other,Jacksonport,2025-11-13,2,304.789989471436,152.394994735718,2025-11-14,158,2,304.789989471436,At Risk,304.789989471436
U000090,Brandon Flynn,michael62@example.org,Male,Knightburgh,2025-09-09,2,368.299995422363,184.149997711182,2025-09-23,210,2,368.299995422363,At Risk,368.299995422364
U000091,Christian Pitts,tyleraguilar@example.org,Other,Littlemouth,2024-04-26,1,457.739996910095,457.739996910095,2024-05-12,709,1,457.739996910095,At Risk,457.739996910095
U000092,Albert Ballard,erica21@example.com,Other,Vanessaport,2024-06-23,2,543.080001831055,271.540000915527,2025-11-12,160,2,543.080001831055,At Risk,543.080001831054
U000093,Roger Wright,james67@example.org,Male,South Ashley,2025-03-13,2,269.509998321533,134.754999160767,2024-07-07,653,2,269.509998321533,At Risk,269.509998321534
U000094,Victoria Phillips,khill@example.net,Other,New Julieport,2025-01-28,1,302.059993743896,302.059993743896,2024-04-06,745,1,302.059993743896,At Risk,302.059993743896
U000095,Jerry Pham,danaoliver@example.net,Other,Lake Colton,2025-06-14,2,76.4099979400635,38.2049989700317,2025-09-05,228,2,76.4099979400635,At Risk,76.4099979400634
U000096,Benjamin Kramer,rileyjessica@example.org,Male,Markchester,2025-03-05,3,1258.41000366211,419.470001220703,2025-03-16,401,3,1258.41000366211,At Risk,1258.410003662109
U000097,David Ryan,alyssa42@example.com,Male,Coffeyport,2024-04-30,3,3956.51000785828,1318.83666928609,2024-12-09,498,3,3956.51000785828,At Risk,3956.51000785827
U000098,Matthew Wilson,taylortammy@example.net,Female,Coffeyside,2025-05-25,2,739.95001411438,369.97500705719,2025-07-02,293,2,739.95001411438,At Risk,739.95001411438
U000099,Krystal Smith,gibsonemily@example.net,Female,Brendastad,2024-09-07,1,22.25,22.25,2024-07-27,633,1,22.25,At Risk,22.25
U000100,Jesus Johnson,rose31@example.net,Female,Blankenshipport,2024-03-15,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000101,Darryl Williams,torrestravis@example.org,Other,New Derek,2025-03-20,1,307.820003509521,307.820003509521,2025-03-08,409,1,307.820003509521,At Risk,307.820003509521
U000102,Ellen Paul,umatthews@example.org,Other,Penafort,2024-11-06,2,336.629997253418,168.314998626709,2025-07-14,281,2,336.629997253418,At Risk,336.629997253418
U000103,Sheila Ramirez,jeff73@example.com,Other,Lake Michaelstad,2025-02-25,2,475.430006027222,237.715003013611,2025-04-12,374,2,475.430006027222,At Risk,475.430006027222
U000104,Joshua Donaldson,ndavis@example.net,Male,North Kristinbury,2024-02-11,2,1388.81001091003,694.405005455017,2025-07-15,280,2,1388.81001091003,At Risk,1388.810010910034
U000105,Kristin Harris,brendali@example.org,Other,Kimtown,2025-11-07,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000106,Tracey Huerta,lauren10@example.org,Female,West Kristybury,2024-07-08,2,594.750012874603,297.375006437302,2025-06-08,317,2,594.750012874603,At Risk,594.750012874604
U000107,Alfred Baker,judyfox@example.net,Male,South Shanestad,2025-02-06,4,900.800004959106,225.200001239777,2025-07-17,278,4,900.800004959106,At Risk,900.800004959108
U000108,Daniel Gordon,acostaregina@example.net,Male,Stephentown,2024-12-17,1,15.289999961853,15.289999961853,2024-03-02,780,1,15.289999961853,At Risk,15.289999961853
U000109,Timothy Morales,henryrenee@example.org,Male,West Charleneland,2024-02-11,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000110,Claudia Richards,oscar98@example.com,Female,Wagnerchester,2024-03-27,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000111,Jacqueline Farrell,russellbeasley@example.com,Female,Mariafurt,2024-03-08,3,2106.75002002716,702.25000667572,2025-07-21,274,3,2106.75002002716,At Risk,2106.7500200271597
U000112,Cody Simmons,nicholas27@example.org,Female,Port Christopherchester,2024-10-11,1,234.409996032715,234.409996032715,2025-01-11,465,1,234.409996032715,At Risk,234.409996032715
U000113,Joanne Cain,willisanna@example.com,Male,South Michaelchester,2024-03-07,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000114,Jennifer Schmitt,michael98@example.org,Male,Lake Timothy,2025-08-16,2,1278.09000396729,639.045001983643,2024-11-15,522,2,1278.09000396729,At Risk,1278.090003967286
U000115,Michael Hawkins,farmeraudrey@example.com,Other,New Sarahview,2025-08-02,2,266.439997673035,133.219998836517,2025-02-23,422,2,266.439997673035,At Risk,266.439997673034
U000116,Joshua Farmer,michael22@example.net,Other,Jonestown,2024-01-20,2,1445.59994029999,722.799970149994,2024-11-02,535,2,1445.59994029999,At Risk,1445.599940299988
U000117,Alyssa Bennett,xpeterson@example.com,Female,Kimberlyshire,2024-03-03,3,2378.42995452881,792.809984842936,2024-12-10,497,3,2378.42995452881,At Risk,2378.429954528808
U000118,Nicole Moore,craigjoseph@example.net,Male,Tuckermouth,2025-02-11,2,3541.5400390625,1770.77001953125,2025-05-20,336,2,3541.5400390625,At Risk,3541.5400390625
U000119,Jason Hunt,russell49@example.com,Other,Brandonfurt,2024-10-10,6,6665.53008151054,1110.92168025176,2025-06-02,323,6,6665.53008151054,At Risk,6665.53008151056
U000120,Brian Harris,katrinaduran@example.com,Female,Davidfort,2025-11-04,3,1164.73001670837,388.243338902791,2025-01-08,468,3,1164.73001670837,At Risk,1164.730016708373
U000121,Gregory James,vincentwhitaker@example.com,Female,South Michelleton,2025-05-25,5,3613.93998527527,722.787997055054,2025-10-25,178,5,3613.93998527527,At Risk,3613.93998527527
U000122,Steve Miller,barbara96@example.net,Other,Robertsfurt,2024-10-25,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000123,Mark Solis,xcollier@example.org,Female,Richardbury,2024-01-15,1,766.52001953125,766.52001953125,2024-02-02,809,1,766.52001953125,At Risk,766.52001953125
U000124,Richard Miller,julie35@example.org,Male,New Cynthiahaven,2024-10-25,1,248.409996032715,248.409996032715,2024-11-01,536,1,248.409996032715,At Risk,248.409996032715
U000125,Rebecca Bailey,joelthomas@example.org,Female,New Eric,2024-12-14,2,1023.18997383118,511.594986915588,2025-05-27,329,2,1023.18997383118,At Risk,1023.189973831176
U000126,Charles Bean,kmarshall@example.net,Male,Maldonadoshire,2025-06-03,2,464.6100025177,232.30500125885,2025-03-03,414,2,464.6100025177,At Risk,464.6100025177
U000127,Valerie Morris,edward17@example.com,Male,Laurashire,2025-03-15,6,5147.18011236191,857.863352060318,2025-09-22,211,6,5147.18011236191,At Risk,5147.180112361908
U000128,William Collins,xjohnson@example.com,Other,Lake Michelleland,2024-02-08,1,150.320007324219,150.320007324219,2024-04-16,735,1,150.320007324219,At Risk,150.320007324219
U000129,William Ford,colelisa@example.net,Other,West Cassidy,2025-02-24,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000130,Susan Hayes,toni18@example.net,Other,North John,2024-12-08,2,266.449993133545,133.224996566772,2025-01-24,452,2,266.449993133545,At Risk,266.449993133544
U000131,Scott Mills,michaelhardin@example.com,Female,Schroederton,2024-10-26,4,1138.86000442505,284.715001106262,2025-09-01,232,4,1138.86000442505,At Risk,1138.860004425048
U000132,Deborah Jones,grantpaul@example.com,Other,West Christopher,2025-06-23,1,222.450000762939,222.450000762939,2025-02-26,419,1,222.450000762939,At Risk,222.450000762939
U000133,Sabrina Collins,tanderson@example.org,Other,Angelicamouth,2025-03-29,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000134,Elizabeth Calderon,lucasrodney@example.com,Female,West Kyleborough,2025-07-10,2,1234.25999641418,617.129998207092,2025-06-22,303,2,1234.25999641418,At Risk,1234.259996414184
U000135,Katie Lee,ericphillips@example.org,Other,Lake Matthewberg,2024-08-21,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000136,Eric White,jenniferwilliams@example.com,Female,South Cheryl,2025-02-12,3,4246.73989486694,1415.57996495565,2024-04-28,723,3,4246.73989486694,At Risk,4246.73989486695
U000137,Kristen Young,kylestokes@example.com,Female,West Erika,2025-05-29,2,1622.89999008179,811.449995040894,2025-10-14,189,2,1622.89999008179,At Risk,1622.899990081788
U000138,Scott Hammond,ashaw@example.org,Male,Port Cassandra,2025-01-25,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000139,Brett Castillo,angela18@example.org,Male,Christopherburgh,2025-08-20,3,1481.5800075531,493.8600025177,2025-06-24,301,3,1481.5800075531,At Risk,1481.5800075531001
U000140,Rebecca Hernandez,odavis@example.com,Other,Sarahchester,2024-07-05,1,283.470001220703,283.470001220703,2024-11-04,533,1,283.470001220703,At Risk,283.470001220703
U000141,Wayne Young,brooksanthony@example.org,Female,Laceyberg,2024-02-06,2,239.780005455017,119.890002727509,2025-09-28,205,2,239.780005455017,At Risk,239.780005455018
U000142,Samantha Kennedy,katherineharrison@example.net,Male,North Andrewborough,2024-01-27,2,1569.41002655029,784.705013275146,2025-10-01,202,2,1569.41002655029,At Risk,1569.410026550292
U000143,Ana Acosta,srodriguez@example.org,Male,Davidbury,2025-07-25,1,218.699996948242,218.699996948242,2025-03-08,409,1,218.699996948242,At Risk,218.699996948242
U000144,Laura Bryant,copelandvincent@example.net,Male,Lake Zacharybury,2024-10-14,1,892.920017242432,892.920017242432,2025-09-23,210,1,892.920017242432,At Risk,892.920017242432
U000145,Kelly Smith,john62@example.net,Male,New Theresaland,2025-05-06,2,1779.46003675461,889.730018377304,2025-06-22,303,2,1779.46003675461,At Risk,1779.460036754608
U000146,Amy Hartman,myerstheodore@example.net,Other,Zavalaview,2025-10-14,3,3263.0399389267,1087.67997964223,2025-11-07,165,3,3263.0399389267,At Risk,3263.0399389266895
U000147,Michael Jones,jessicafuller@example.net,Male,Dennisstad,2025-05-26,2,798.849990844727,399.424995422363,2025-10-04,199,2,798.849990844727,At Risk,798.849990844726
U000148,Lisa Thompson,epollard@example.net,Other,Port Dennis,2025-01-08,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000149,Sherry Johnson,bradleygonzalez@example.org,Female,Sarahhaven,2025-05-04,2,344.459991455078,172.229995727539,2025-05-26,330,2,344.459991455078,At Risk,344.459991455078
U000150,Lisa Kennedy,mullinsjames@example.com,Other,Port Dianaview,2024-09-29,0,0.0,0.0,,999,0,0.0,At Risk,0.0
U000151,Micheal Preston,ykline@example.com,Male,South Heather,2024-03-26,2,461.199987411499,230.59999370575,2024-11-05,532,2,461.199987411499,At Risk,461.1999874115
U000152,Laura Adams,acostachristian@example.net,Female,New Kelly,2024-09-08,1,4.86999988555908,4.86999988555908,2025-07-15,280,1,4.86999988555908,At Risk,4.86999988555908
U000153,Mark Phillips,bmorrison@example.org,Female,Bellton,2024-03-11,3,1908.06000137329,636.020000457764,2025-10-17,186,3,1908.06000137329,At Risk,1908.060001373292
U000154,Rhonda Mendez,yhill@example.org,Other,Lake Danastad,2025-05-12,2,1289.04998111725,644.524990558624,2025-08-18,246,2,1289.04998111725,At Risk,1289.049981117248
U000155,Kara Moore,thomascathy@example.com,Female,East Carlosstad,2024-12-16,1,4047.79003715515,4047.79003715515,2024-08-03,626,1,4047.79003715515,At Risk,4047.79003715515
U000156,Stacy Johnson,erikarush@example.com,Other,Hinesshire,2024-09-04,1,41.5699996948242,41.5699996948242,2025-01-22,454,1,41.5699996948242,At Risk,41.5699996948242
U000157,Michael Edwards,john10@example.net,Female,South April,2024-04-04,6,5666.25001716614,944.375002861023,2025-04-12,374,6,5666.25001716614,At Risk,5666.250017166138
U000158,David Hampton,nlewis@example.com,Other,Gonzalezberg,2025-09-16,2,1680.7000617981,840.350030899048,2025-02-18,427,2,1680.7000617981,At Risk,1680.700061798096
U000159,Shannon Roach,zosborn@example.net,Male,Elizabethland,2025-08-06,7,1771.70001506805,253.100002152579,2025-02-12,433,7,1771.70001506805,At Risk,1771.700015068053
U000160,Kelly Evans,jenniferho@example.net,Other,Port Michael,2025-01-11,4,2364.53004169464,591.13251042366,2025-03-27,390,4,2364.53004169464,At Risk,2364.53004169464
U000161,Tracie Conner,kristyjohnson@example.net,Other,Tannerside,2024-06-02,4,1934.21001434326,483.552503585815,2025-10-30,173,4,1934.21001434326,At Risk,1934.21001434326
U000162,Nicole Jones,ukey@example.com,Male,Hammondshire,2024-03-29,1,62.5200004577637,62.5200004577637,2025-03-15,402,1,62.5200004577637,At Risk,62.5200004577637
U000163,Teresa Day,howens@example.com,Other,Port Kimberly,2024-02-20,2,1383.8800239563,691.940011978149,2025-09-17,216,2,1383.8800239563,At Risk,1383.880023956298
U000164,Hunter Burch,dshaw@example.org,Other,West Fred,2025-03-13,1,179.189994812012,179.189994812012,2025-06-02,323,1,179.189994812012,At Risk,179.189994812012
